"","pSteal","pRebound","jWin"
"4798",0.5,0.47,0.777
"4799",0.51,0.47,0.752
"4800",0.52,0.47,0.759
"4801",0.53,0.47,0.754
"4802",0.54,0.47,0.785
"4803",0.55,0.47,0.767
"4804",0.56,0.47,0.786
"4805",0.57,0.47,0.805
"4806",0.58,0.47,0.794
"4807",0.59,0.47,0.812
"4808",0.6,0.47,0.825
"4809",0.61,0.47,0.805
"4810",0.62,0.47,0.801
"4811",0.63,0.47,0.831
"4812",0.64,0.47,0.812
"4813",0.65,0.47,0.821
"4814",0.66,0.47,0.827
"4815",0.67,0.47,0.861
"4816",0.68,0.47,0.846
"4817",0.69,0.47,0.839
"4818",0.7,0.47,0.864
"4819",0.71,0.47,0.853
"4820",0.72,0.47,0.838
"4821",0.73,0.47,0.878
"4822",0.74,0.47,0.883
"4823",0.75,0.47,0.894
"4824",0.76,0.47,0.883
"4825",0.77,0.47,0.904
"4826",0.78,0.47,0.897
"4827",0.79,0.47,0.894
"4828",0.8,0.47,0.914
"4829",0.81,0.47,0.928
"4830",0.82,0.47,0.919
"4831",0.83,0.47,0.922
"4832",0.84,0.47,0.918
"4833",0.85,0.47,0.929
"4834",0.86,0.47,0.931
"4835",0.87,0.47,0.928
"4836",0.88,0.47,0.943
"4837",0.89,0.47,0.945
"4838",0.9,0.47,0.961
"4839",0.91,0.47,0.967
"4840",0.92,0.47,0.955
"4841",0.93,0.47,0.97
"4842",0.94,0.47,0.97
"4843",0.95,0.47,0.977
"4844",0.96,0.47,0.982
"4845",0.97,0.47,0.986
"4846",0.98,0.47,0.991
"4847",0.99,0.47,0.996
"4848",1,0.47,1
"4849",0,0.48,0.529
"4850",0.01,0.48,0.524
"4851",0.02,0.48,0.529
"4852",0.03,0.48,0.512
"4853",0.04,0.48,0.543
"4854",0.05,0.48,0.51
"4855",0.06,0.48,0.551
"4856",0.07,0.48,0.528
"4857",0.08,0.48,0.539
"4858",0.09,0.48,0.573
"4859",0.1,0.48,0.569
"4860",0.11,0.48,0.574
"4861",0.12,0.48,0.589
"4862",0.13,0.48,0.557
"4863",0.14,0.48,0.59
"4864",0.15,0.48,0.59
"4865",0.16,0.48,0.579
"4866",0.17,0.48,0.595
"4867",0.18,0.48,0.582
"4868",0.19,0.48,0.603
"4869",0.2,0.48,0.604
"4870",0.21,0.48,0.612
"4871",0.22,0.48,0.626
"4872",0.23,0.48,0.605
"4873",0.24,0.48,0.63
"4874",0.25,0.48,0.656
"4875",0.26,0.48,0.632
"4876",0.27,0.48,0.614
"4877",0.28,0.48,0.642
"4878",0.29,0.48,0.657
"4879",0.3,0.48,0.671
"4880",0.31,0.48,0.663
"4881",0.32,0.48,0.661
"4882",0.33,0.48,0.682
"4883",0.34,0.48,0.686
"4884",0.35,0.48,0.677
"4885",0.36,0.48,0.691
"4886",0.37,0.48,0.705
"4887",0.38,0.48,0.707
"4888",0.39,0.48,0.696
"4889",0.4,0.48,0.686
"4890",0.41,0.48,0.698
"4891",0.42,0.48,0.701
"4892",0.43,0.48,0.713
"4893",0.44,0.48,0.727
"4894",0.45,0.48,0.745
"4895",0.46,0.48,0.743
"4896",0.47,0.48,0.734
"4897",0.48,0.48,0.776
"4898",0.49,0.48,0.763
"4899",0.5,0.48,0.731
"4900",0.51,0.48,0.773
"4901",0.52,0.48,0.75
"4902",0.53,0.48,0.756
"4903",0.54,0.48,0.779
"4904",0.55,0.48,0.775
"4905",0.56,0.48,0.808
"4906",0.57,0.48,0.798
"4907",0.58,0.48,0.796
"4908",0.59,0.48,0.782
"4909",0.6,0.48,0.821
"4910",0.61,0.48,0.827
"4911",0.62,0.48,0.807
"4912",0.63,0.48,0.818
"4913",0.64,0.48,0.837
"4914",0.65,0.48,0.829
"4915",0.66,0.48,0.853
"4916",0.67,0.48,0.85
"4917",0.68,0.48,0.842
"4918",0.69,0.48,0.867
"4919",0.7,0.48,0.847
"4920",0.71,0.48,0.836
"4921",0.72,0.48,0.864
"4922",0.73,0.48,0.871
"4923",0.74,0.48,0.87
"4924",0.75,0.48,0.868
"4925",0.76,0.48,0.887
"4926",0.77,0.48,0.908
"4927",0.78,0.48,0.899
"4928",0.79,0.48,0.895
"4929",0.8,0.48,0.885
"4930",0.81,0.48,0.922
"4931",0.82,0.48,0.894
"4932",0.83,0.48,0.922
"4933",0.84,0.48,0.916
"4934",0.85,0.48,0.907
"4935",0.86,0.48,0.934
"4936",0.87,0.48,0.931
"4937",0.88,0.48,0.938
"4938",0.89,0.48,0.954
"4939",0.9,0.48,0.943
"4940",0.91,0.48,0.956
"4941",0.92,0.48,0.952
"4942",0.93,0.48,0.961
"4943",0.94,0.48,0.968
"4944",0.95,0.48,0.991
"4945",0.96,0.48,0.976
"4946",0.97,0.48,0.98
"4947",0.98,0.48,0.993
"4948",0.99,0.48,0.996
"4949",1,0.48,1
"4950",0,0.49,0.503
"4951",0.01,0.49,0.524
"4952",0.02,0.49,0.514
"4953",0.03,0.49,0.495
"4954",0.04,0.49,0.502
"4955",0.05,0.49,0.539
"4956",0.06,0.49,0.525
"4957",0.07,0.49,0.561
"4958",0.08,0.49,0.544
"4959",0.09,0.49,0.548
"4960",0.1,0.49,0.544
"4961",0.11,0.49,0.559
"4962",0.12,0.49,0.543
"4963",0.13,0.49,0.575
"4964",0.14,0.49,0.596
"4965",0.15,0.49,0.571
"4966",0.16,0.49,0.58
"4967",0.17,0.49,0.589
"4968",0.18,0.49,0.617
"4969",0.19,0.49,0.623
"4970",0.2,0.49,0.622
"4971",0.21,0.49,0.581
"4972",0.22,0.49,0.597
"4973",0.23,0.49,0.608
"4974",0.24,0.49,0.624
"4975",0.25,0.49,0.634
"4976",0.26,0.49,0.651
"4977",0.27,0.49,0.629
"4978",0.28,0.49,0.639
"4979",0.29,0.49,0.638
"4980",0.3,0.49,0.646
"4981",0.31,0.49,0.639
"4982",0.32,0.49,0.664
"4983",0.33,0.49,0.667
"4984",0.34,0.49,0.679
"4985",0.35,0.49,0.69
"4986",0.36,0.49,0.657
"4987",0.37,0.49,0.671
"4988",0.38,0.49,0.71
"4989",0.39,0.49,0.7
"4990",0.4,0.49,0.695
"4991",0.41,0.49,0.698
"4992",0.42,0.49,0.724
"4993",0.43,0.49,0.706
"4994",0.44,0.49,0.729
"4995",0.45,0.49,0.735
"4996",0.46,0.49,0.735
"4997",0.47,0.49,0.735
"4998",0.48,0.49,0.759
"4999",0.49,0.49,0.778
"5000",0.5,0.49,0.772
"5001",0.51,0.49,0.773
"5002",0.52,0.49,0.766
"5003",0.53,0.49,0.764
"5004",0.54,0.49,0.79
"5005",0.55,0.49,0.777
"5006",0.56,0.49,0.777
"5007",0.57,0.49,0.789
"5008",0.58,0.49,0.818
"5009",0.59,0.49,0.802
"5010",0.6,0.49,0.801
"5011",0.61,0.49,0.774
"5012",0.62,0.49,0.817
"5013",0.63,0.49,0.8
"5014",0.64,0.49,0.833
"5015",0.65,0.49,0.835
"5016",0.66,0.49,0.826
"5017",0.67,0.49,0.838
"5018",0.68,0.49,0.848
"5019",0.69,0.49,0.844
"5020",0.7,0.49,0.851
"5021",0.71,0.49,0.854
"5022",0.72,0.49,0.859
"5023",0.73,0.49,0.856
"5024",0.74,0.49,0.887
"5025",0.75,0.49,0.894
"5026",0.76,0.49,0.879
"5027",0.77,0.49,0.883
"5028",0.78,0.49,0.892
"5029",0.79,0.49,0.912
"5030",0.8,0.49,0.897
"5031",0.81,0.49,0.903
"5032",0.82,0.49,0.927
"5033",0.83,0.49,0.912
"5034",0.84,0.49,0.926
"5035",0.85,0.49,0.927
"5036",0.86,0.49,0.931
"5037",0.87,0.49,0.927
"5038",0.88,0.49,0.94
"5039",0.89,0.49,0.94
"5040",0.9,0.49,0.954
"5041",0.91,0.49,0.947
"5042",0.92,0.49,0.973
"5043",0.93,0.49,0.965
"5044",0.94,0.49,0.971
"5045",0.95,0.49,0.973
"5046",0.96,0.49,0.981
"5047",0.97,0.49,0.98
"5048",0.98,0.49,0.991
"5049",0.99,0.49,0.99
"5050",1,0.49,1
"5051",0,0.5,0.525
"5052",0.01,0.5,0.514
"5053",0.02,0.5,0.521
"5054",0.03,0.5,0.509
"5055",0.04,0.5,0.524
"5056",0.05,0.5,0.528
"5057",0.06,0.5,0.539
"5058",0.07,0.5,0.53
"5059",0.08,0.5,0.534
"5060",0.09,0.5,0.545
"5061",0.1,0.5,0.586
"5062",0.11,0.5,0.584
"5063",0.12,0.5,0.571
"5064",0.13,0.5,0.586
"5065",0.14,0.5,0.559
"5066",0.15,0.5,0.59
"5067",0.16,0.5,0.569
"5068",0.17,0.5,0.604
"5069",0.18,0.5,0.582
"5070",0.19,0.5,0.576
"5071",0.2,0.5,0.575
"5072",0.21,0.5,0.628
"5073",0.22,0.5,0.582
"5074",0.23,0.5,0.599
"5075",0.24,0.5,0.636
"5076",0.25,0.5,0.657
"5077",0.26,0.5,0.617
"5078",0.27,0.5,0.642
"5079",0.28,0.5,0.633
"5080",0.29,0.5,0.637
"5081",0.3,0.5,0.648
"5082",0.31,0.5,0.647
"5083",0.32,0.5,0.674
"5084",0.33,0.5,0.661
"5085",0.34,0.5,0.679
"5086",0.35,0.5,0.712
"5087",0.36,0.5,0.667
"5088",0.37,0.5,0.679
"5089",0.38,0.5,0.686
"5090",0.39,0.5,0.68
"5091",0.4,0.5,0.681
"5092",0.41,0.5,0.707
"5093",0.42,0.5,0.707
"5094",0.43,0.5,0.688
"5095",0.44,0.5,0.736
"5096",0.45,0.5,0.751
"5097",0.46,0.5,0.751
"5098",0.47,0.5,0.751
"5099",0.48,0.5,0.744
"5100",0.49,0.5,0.747
"5101",0.5,0.5,0.742
"5102",0.51,0.5,0.748
"5103",0.52,0.5,0.764
"5104",0.53,0.5,0.743
"5105",0.54,0.5,0.776
"5106",0.55,0.5,0.781
"5107",0.56,0.5,0.773
"5108",0.57,0.5,0.778
"5109",0.58,0.5,0.779
"5110",0.59,0.5,0.801
"5111",0.6,0.5,0.799
"5112",0.61,0.5,0.798
"5113",0.62,0.5,0.821
"5114",0.63,0.5,0.829
"5115",0.64,0.5,0.822
"5116",0.65,0.5,0.82
"5117",0.66,0.5,0.842
"5118",0.67,0.5,0.838
"5119",0.68,0.5,0.858
"5120",0.69,0.5,0.851
"5121",0.7,0.5,0.849
"5122",0.71,0.5,0.85
"5123",0.72,0.5,0.867
"5124",0.73,0.5,0.852
"5125",0.74,0.5,0.879
"5126",0.75,0.5,0.882
"5127",0.76,0.5,0.895
"5128",0.77,0.5,0.882
"5129",0.78,0.5,0.871
"5130",0.79,0.5,0.9
"5131",0.8,0.5,0.903
"5132",0.81,0.5,0.901
"5133",0.82,0.5,0.901
"5134",0.83,0.5,0.928
"5135",0.84,0.5,0.914
"5136",0.85,0.5,0.929
"5137",0.86,0.5,0.937
"5138",0.87,0.5,0.945
"5139",0.88,0.5,0.944
"5140",0.89,0.5,0.946
"5141",0.9,0.5,0.954
"5142",0.91,0.5,0.953
"5143",0.92,0.5,0.958
"5144",0.93,0.5,0.974
"5145",0.94,0.5,0.972
"5146",0.95,0.5,0.966
"5147",0.96,0.5,0.974
"5148",0.97,0.5,0.984
"5149",0.98,0.5,0.987
"5150",0.99,0.5,0.996
"5151",1,0.5,1
"5152",0,0.51,0.507
"5153",0.01,0.51,0.518
"5154",0.02,0.51,0.486
"5155",0.03,0.51,0.506
"5156",0.04,0.51,0.514
"5157",0.05,0.51,0.526
"5158",0.06,0.51,0.526
"5159",0.07,0.51,0.521
"5160",0.08,0.51,0.544
"5161",0.09,0.51,0.55
"5162",0.1,0.51,0.556
"5163",0.11,0.51,0.526
"5164",0.12,0.51,0.576
"5165",0.13,0.51,0.566
"5166",0.14,0.51,0.571
"5167",0.15,0.51,0.554
"5168",0.16,0.51,0.589
"5169",0.17,0.51,0.603
"5170",0.18,0.51,0.584
"5171",0.19,0.51,0.618
"5172",0.2,0.51,0.599
"5173",0.21,0.51,0.628
"5174",0.22,0.51,0.613
"5175",0.23,0.51,0.626
"5176",0.24,0.51,0.623
"5177",0.25,0.51,0.627
"5178",0.26,0.51,0.654
"5179",0.27,0.51,0.618
"5180",0.28,0.51,0.627
"5181",0.29,0.51,0.627
"5182",0.3,0.51,0.651
"5183",0.31,0.51,0.673
"5184",0.32,0.51,0.638
"5185",0.33,0.51,0.647
"5186",0.34,0.51,0.653
"5187",0.35,0.51,0.663
"5188",0.36,0.51,0.677
"5189",0.37,0.51,0.686
"5190",0.38,0.51,0.688
"5191",0.39,0.51,0.687
"5192",0.4,0.51,0.702
"5193",0.41,0.51,0.694
"5194",0.42,0.51,0.714
"5195",0.43,0.51,0.672
"5196",0.44,0.51,0.719
"5197",0.45,0.51,0.74
"5198",0.46,0.51,0.717
"5199",0.47,0.51,0.738
"5200",0.48,0.51,0.74
"5201",0.49,0.51,0.752
"5202",0.5,0.51,0.736
"5203",0.51,0.51,0.76
"5204",0.52,0.51,0.74
"5205",0.53,0.51,0.756
"5206",0.54,0.51,0.787
"5207",0.55,0.51,0.783
"5208",0.56,0.51,0.794
"5209",0.57,0.51,0.769
"5210",0.58,0.51,0.79
"5211",0.59,0.51,0.818
"5212",0.6,0.51,0.807
"5213",0.61,0.51,0.799
"5214",0.62,0.51,0.821
"5215",0.63,0.51,0.823
"5216",0.64,0.51,0.81
"5217",0.65,0.51,0.825
"5218",0.66,0.51,0.832
"5219",0.67,0.51,0.833
"5220",0.68,0.51,0.835
"5221",0.69,0.51,0.845
"5222",0.7,0.51,0.845
"5223",0.71,0.51,0.849
"5224",0.72,0.51,0.844
"5225",0.73,0.51,0.851
"5226",0.74,0.51,0.877
"5227",0.75,0.51,0.88
"5228",0.76,0.51,0.892
"5229",0.77,0.51,0.884
"5230",0.78,0.51,0.884
"5231",0.79,0.51,0.89
"5232",0.8,0.51,0.89
"5233",0.81,0.51,0.898
"5234",0.82,0.51,0.908
"5235",0.83,0.51,0.927
"5236",0.84,0.51,0.911
"5237",0.85,0.51,0.919
"5238",0.86,0.51,0.943
"5239",0.87,0.51,0.943
"5240",0.88,0.51,0.954
"5241",0.89,0.51,0.94
"5242",0.9,0.51,0.958
"5243",0.91,0.51,0.965
"5244",0.92,0.51,0.963
"5245",0.93,0.51,0.958
"5246",0.94,0.51,0.971
"5247",0.95,0.51,0.972
"5248",0.96,0.51,0.981
"5249",0.97,0.51,0.982
"5250",0.98,0.51,0.993
"5251",0.99,0.51,0.995
"5252",1,0.51,1
"5253",0,0.52,0.468
"5254",0.01,0.52,0.49
"5255",0.02,0.52,0.5
"5256",0.03,0.52,0.487
"5257",0.04,0.52,0.52
"5258",0.05,0.52,0.526
"5259",0.06,0.52,0.521
"5260",0.07,0.52,0.562
"5261",0.08,0.52,0.533
"5262",0.09,0.52,0.554
"5263",0.1,0.52,0.562
"5264",0.11,0.52,0.57
"5265",0.12,0.52,0.537
"5266",0.13,0.52,0.549
"5267",0.14,0.52,0.564
"5268",0.15,0.52,0.581
"5269",0.16,0.52,0.545
"5270",0.17,0.52,0.586
"5271",0.18,0.52,0.584
"5272",0.19,0.52,0.582
"5273",0.2,0.52,0.597
"5274",0.21,0.52,0.594
"5275",0.22,0.52,0.604
"5276",0.23,0.52,0.606
"5277",0.24,0.52,0.608
"5278",0.25,0.52,0.621
"5279",0.26,0.52,0.646
"5280",0.27,0.52,0.637
"5281",0.28,0.52,0.641
"5282",0.29,0.52,0.617
"5283",0.3,0.52,0.64
"5284",0.31,0.52,0.66
"5285",0.32,0.52,0.638
"5286",0.33,0.52,0.65
"5287",0.34,0.52,0.671
"5288",0.35,0.52,0.67
"5289",0.36,0.52,0.659
"5290",0.37,0.52,0.682
"5291",0.38,0.52,0.678
"5292",0.39,0.52,0.689
"5293",0.4,0.52,0.685
"5294",0.41,0.52,0.702
"5295",0.42,0.52,0.686
"5296",0.43,0.52,0.714
"5297",0.44,0.52,0.696
"5298",0.45,0.52,0.74
"5299",0.46,0.52,0.732
"5300",0.47,0.52,0.751
"5301",0.48,0.52,0.729
"5302",0.49,0.52,0.748
"5303",0.5,0.52,0.76
"5304",0.51,0.52,0.732
"5305",0.52,0.52,0.777
"5306",0.53,0.52,0.766
"5307",0.54,0.52,0.786
"5308",0.55,0.52,0.772
"5309",0.56,0.52,0.759
"5310",0.57,0.52,0.796
"5311",0.58,0.52,0.786
"5312",0.59,0.52,0.779
"5313",0.6,0.52,0.803
"5314",0.61,0.52,0.811
"5315",0.62,0.52,0.806
"5316",0.63,0.52,0.794
"5317",0.64,0.52,0.818
"5318",0.65,0.52,0.828
"5319",0.66,0.52,0.826
"5320",0.67,0.52,0.829
"5321",0.68,0.52,0.848
"5322",0.69,0.52,0.821
"5323",0.7,0.52,0.847
"5324",0.71,0.52,0.864
"5325",0.72,0.52,0.841
"5326",0.73,0.52,0.852
"5327",0.74,0.52,0.849
"5328",0.75,0.52,0.872
"5329",0.76,0.52,0.886
"5330",0.77,0.52,0.895
"5331",0.78,0.52,0.889
"5332",0.79,0.52,0.89
"5333",0.8,0.52,0.897
"5334",0.81,0.52,0.902
"5335",0.82,0.52,0.912
"5336",0.83,0.52,0.92
"5337",0.84,0.52,0.914
"5338",0.85,0.52,0.923
"5339",0.86,0.52,0.932
"5340",0.87,0.52,0.947
"5341",0.88,0.52,0.94
"5342",0.89,0.52,0.947
"5343",0.9,0.52,0.944
"5344",0.91,0.52,0.961
"5345",0.92,0.52,0.955
"5346",0.93,0.52,0.968
"5347",0.94,0.52,0.968
"5348",0.95,0.52,0.978
"5349",0.96,0.52,0.986
"5350",0.97,0.52,0.987
"5351",0.98,0.52,0.984
"5352",0.99,0.52,0.998
"5353",1,0.52,1
"5354",0,0.53,0.452
"5355",0.01,0.53,0.498
"5356",0.02,0.53,0.48
"5357",0.03,0.53,0.512
"5358",0.04,0.53,0.495
"5359",0.05,0.53,0.521
"5360",0.06,0.53,0.542
"5361",0.07,0.53,0.539
"5362",0.08,0.53,0.501
"5363",0.09,0.53,0.511
"5364",0.1,0.53,0.536
"5365",0.11,0.53,0.54
"5366",0.12,0.53,0.554
"5367",0.13,0.53,0.562
"5368",0.14,0.53,0.551
"5369",0.15,0.53,0.574
"5370",0.16,0.53,0.558
"5371",0.17,0.53,0.549
"5372",0.18,0.53,0.566
"5373",0.19,0.53,0.566
"5374",0.2,0.53,0.583
"5375",0.21,0.53,0.599
"5376",0.22,0.53,0.611
"5377",0.23,0.53,0.62
"5378",0.24,0.53,0.602
"5379",0.25,0.53,0.611
"5380",0.26,0.53,0.623
"5381",0.27,0.53,0.601
"5382",0.28,0.53,0.626
"5383",0.29,0.53,0.657
"5384",0.3,0.53,0.621
"5385",0.31,0.53,0.609
"5386",0.32,0.53,0.663
"5387",0.33,0.53,0.633
"5388",0.34,0.53,0.651
"5389",0.35,0.53,0.647
"5390",0.36,0.53,0.685
"5391",0.37,0.53,0.626
"5392",0.38,0.53,0.676
"5393",0.39,0.53,0.684
"5394",0.4,0.53,0.68
"5395",0.41,0.53,0.694
"5396",0.42,0.53,0.692
"5397",0.43,0.53,0.703
"5398",0.44,0.53,0.685
"5399",0.45,0.53,0.718
"5400",0.46,0.53,0.723
"5401",0.47,0.53,0.752
"5402",0.48,0.53,0.723
"5403",0.49,0.53,0.753
"5404",0.5,0.53,0.756
"5405",0.51,0.53,0.741
"5406",0.52,0.53,0.747
"5407",0.53,0.53,0.772
"5408",0.54,0.53,0.765
"5409",0.55,0.53,0.741
"5410",0.56,0.53,0.777
"5411",0.57,0.53,0.771
"5412",0.58,0.53,0.81
"5413",0.59,0.53,0.815
"5414",0.6,0.53,0.802
"5415",0.61,0.53,0.803
"5416",0.62,0.53,0.79
"5417",0.63,0.53,0.811
"5418",0.64,0.53,0.834
"5419",0.65,0.53,0.824
"5420",0.66,0.53,0.836
"5421",0.67,0.53,0.833
"5422",0.68,0.53,0.856
"5423",0.69,0.53,0.847
"5424",0.7,0.53,0.838
"5425",0.71,0.53,0.848
"5426",0.72,0.53,0.848
"5427",0.73,0.53,0.876
"5428",0.74,0.53,0.872
"5429",0.75,0.53,0.877
"5430",0.76,0.53,0.878
"5431",0.77,0.53,0.867
"5432",0.78,0.53,0.886
"5433",0.79,0.53,0.895
"5434",0.8,0.53,0.896
"5435",0.81,0.53,0.911
"5436",0.82,0.53,0.9
"5437",0.83,0.53,0.923
"5438",0.84,0.53,0.923
"5439",0.85,0.53,0.922
"5440",0.86,0.53,0.939
"5441",0.87,0.53,0.922
"5442",0.88,0.53,0.936
"5443",0.89,0.53,0.948
"5444",0.9,0.53,0.952
"5445",0.91,0.53,0.942
"5446",0.92,0.53,0.955
"5447",0.93,0.53,0.96
"5448",0.94,0.53,0.968
"5449",0.95,0.53,0.975
"5450",0.96,0.53,0.981
"5451",0.97,0.53,0.985
"5452",0.98,0.53,0.988
"5453",0.99,0.53,0.991
"5454",1,0.53,1
"5455",0,0.54,0.464
"5456",0.01,0.54,0.487
"5457",0.02,0.54,0.501
"5458",0.03,0.54,0.496
"5459",0.04,0.54,0.521
"5460",0.05,0.54,0.516
"5461",0.06,0.54,0.502
"5462",0.07,0.54,0.519
"5463",0.08,0.54,0.525
"5464",0.09,0.54,0.543
"5465",0.1,0.54,0.526
"5466",0.11,0.54,0.546
"5467",0.12,0.54,0.543
"5468",0.13,0.54,0.527
"5469",0.14,0.54,0.546
"5470",0.15,0.54,0.537
"5471",0.16,0.54,0.575
"5472",0.17,0.54,0.568
"5473",0.18,0.54,0.586
"5474",0.19,0.54,0.583
"5475",0.2,0.54,0.56
"5476",0.21,0.54,0.614
"5477",0.22,0.54,0.587
"5478",0.23,0.54,0.601
"5479",0.24,0.54,0.62
"5480",0.25,0.54,0.598
"5481",0.26,0.54,0.634
"5482",0.27,0.54,0.638
"5483",0.28,0.54,0.625
"5484",0.29,0.54,0.653
"5485",0.3,0.54,0.644
"5486",0.31,0.54,0.649
"5487",0.32,0.54,0.635
"5488",0.33,0.54,0.66
"5489",0.34,0.54,0.692
"5490",0.35,0.54,0.657
"5491",0.36,0.54,0.661
"5492",0.37,0.54,0.666
"5493",0.38,0.54,0.7
"5494",0.39,0.54,0.683
"5495",0.4,0.54,0.672
"5496",0.41,0.54,0.694
"5497",0.42,0.54,0.712
"5498",0.43,0.54,0.697
"5499",0.44,0.54,0.704
"5500",0.45,0.54,0.718
"5501",0.46,0.54,0.724
"5502",0.47,0.54,0.721
"5503",0.48,0.54,0.723
"5504",0.49,0.54,0.736
"5505",0.5,0.54,0.734
"5506",0.51,0.54,0.738
"5507",0.52,0.54,0.755
"5508",0.53,0.54,0.76
"5509",0.54,0.54,0.769
"5510",0.55,0.54,0.779
"5511",0.56,0.54,0.771
"5512",0.57,0.54,0.781
"5513",0.58,0.54,0.79
"5514",0.59,0.54,0.78
"5515",0.6,0.54,0.796
"5516",0.61,0.54,0.801
"5517",0.62,0.54,0.811
"5518",0.63,0.54,0.831
"5519",0.64,0.54,0.817
"5520",0.65,0.54,0.802
"5521",0.66,0.54,0.815
"5522",0.67,0.54,0.826
"5523",0.68,0.54,0.851
"5524",0.69,0.54,0.83
"5525",0.7,0.54,0.843
"5526",0.71,0.54,0.844
"5527",0.72,0.54,0.854
"5528",0.73,0.54,0.863
"5529",0.74,0.54,0.884
"5530",0.75,0.54,0.876
"5531",0.76,0.54,0.867
"5532",0.77,0.54,0.886
"5533",0.78,0.54,0.871
"5534",0.79,0.54,0.89
"5535",0.8,0.54,0.888
"5536",0.81,0.54,0.9
"5537",0.82,0.54,0.901
"5538",0.83,0.54,0.895
"5539",0.84,0.54,0.924
"5540",0.85,0.54,0.92
"5541",0.86,0.54,0.915
"5542",0.87,0.54,0.929
"5543",0.88,0.54,0.94
"5544",0.89,0.54,0.946
"5545",0.9,0.54,0.955
"5546",0.91,0.54,0.95
"5547",0.92,0.54,0.957
"5548",0.93,0.54,0.968
"5549",0.94,0.54,0.972
"5550",0.95,0.54,0.981
"5551",0.96,0.54,0.98
"5552",0.97,0.54,0.986
"5553",0.98,0.54,0.991
"5554",0.99,0.54,0.99
"5555",1,0.54,1
"5556",0,0.55,0.462
"5557",0.01,0.55,0.494
"5558",0.02,0.55,0.491
"5559",0.03,0.55,0.492
"5560",0.04,0.55,0.476
"5561",0.05,0.55,0.491
"5562",0.06,0.55,0.53
"5563",0.07,0.55,0.509
"5564",0.08,0.55,0.491
"5565",0.09,0.55,0.54
"5566",0.1,0.55,0.526
"5567",0.11,0.55,0.515
"5568",0.12,0.55,0.515
"5569",0.13,0.55,0.538
"5570",0.14,0.55,0.542
"5571",0.15,0.55,0.551
"5572",0.16,0.55,0.57
"5573",0.17,0.55,0.529
"5574",0.18,0.55,0.56
"5575",0.19,0.55,0.588
"5576",0.2,0.55,0.587
"5577",0.21,0.55,0.559
"5578",0.22,0.55,0.597
"5579",0.23,0.55,0.612
"5580",0.24,0.55,0.599
"5581",0.25,0.55,0.615
"5582",0.26,0.55,0.594
"5583",0.27,0.55,0.611
"5584",0.28,0.55,0.642
"5585",0.29,0.55,0.603
"5586",0.3,0.55,0.63
"5587",0.31,0.55,0.63
"5588",0.32,0.55,0.653
"5589",0.33,0.55,0.645
"5590",0.34,0.55,0.674
"5591",0.35,0.55,0.683
"5592",0.36,0.55,0.662
"5593",0.37,0.55,0.643
"5594",0.38,0.55,0.697
"5595",0.39,0.55,0.662
"5596",0.4,0.55,0.677
"5597",0.41,0.55,0.671
"5598",0.42,0.55,0.681
"5599",0.43,0.55,0.688
"5600",0.44,0.55,0.693
"5601",0.45,0.55,0.709
"5602",0.46,0.55,0.714
"5603",0.47,0.55,0.729
"5604",0.48,0.55,0.733
"5605",0.49,0.55,0.723
"5606",0.5,0.55,0.744
"5607",0.51,0.55,0.731
"5608",0.52,0.55,0.725
"5609",0.53,0.55,0.749
"5610",0.54,0.55,0.778
"5611",0.55,0.55,0.772
"5612",0.56,0.55,0.744
"5613",0.57,0.55,0.774
"5614",0.58,0.55,0.785
"5615",0.59,0.55,0.782
"5616",0.6,0.55,0.794
"5617",0.61,0.55,0.803
"5618",0.62,0.55,0.768
"5619",0.63,0.55,0.815
"5620",0.64,0.55,0.836
"5621",0.65,0.55,0.796
"5622",0.66,0.55,0.826
"5623",0.67,0.55,0.839
"5624",0.68,0.55,0.826
"5625",0.69,0.55,0.844
"5626",0.7,0.55,0.841
"5627",0.71,0.55,0.849
"5628",0.72,0.55,0.864
"5629",0.73,0.55,0.856
"5630",0.74,0.55,0.854
"5631",0.75,0.55,0.863
"5632",0.76,0.55,0.88
"5633",0.77,0.55,0.885
"5634",0.78,0.55,0.866
"5635",0.79,0.55,0.863
"5636",0.8,0.55,0.899
"5637",0.81,0.55,0.893
"5638",0.82,0.55,0.899
"5639",0.83,0.55,0.896
"5640",0.84,0.55,0.903
"5641",0.85,0.55,0.916
"5642",0.86,0.55,0.926
"5643",0.87,0.55,0.925
"5644",0.88,0.55,0.941
"5645",0.89,0.55,0.954
"5646",0.9,0.55,0.947
"5647",0.91,0.55,0.945
"5648",0.92,0.55,0.949
"5649",0.93,0.55,0.963
"5650",0.94,0.55,0.978
"5651",0.95,0.55,0.977
"5652",0.96,0.55,0.976
"5653",0.97,0.55,0.989
"5654",0.98,0.55,0.991
"5655",0.99,0.55,0.996
"5656",1,0.55,1
"5657",0,0.56,0.462
"5658",0.01,0.56,0.477
"5659",0.02,0.56,0.475
"5660",0.03,0.56,0.483
"5661",0.04,0.56,0.491
"5662",0.05,0.56,0.522
"5663",0.06,0.56,0.492
"5664",0.07,0.56,0.505
"5665",0.08,0.56,0.507
"5666",0.09,0.56,0.531
"5667",0.1,0.56,0.529
"5668",0.11,0.56,0.55
"5669",0.12,0.56,0.529
"5670",0.13,0.56,0.549
"5671",0.14,0.56,0.529
"5672",0.15,0.56,0.521
"5673",0.16,0.56,0.554
"5674",0.17,0.56,0.552
